track_id,release_id,track_title,track_number,duration_seconds
997,127,Track 00997,2,294
998,127,Track 00998,3,269
999,127,Track 00999,4,289
1000,127,Track 01000,5,217
1001,127,Track 01001,6,141
1002,127,Track 01002,7,317
1003,128,Track 01003,1,195
1004,128,Track 01004,2,324
1005,128,Track 01005,3,183
1006,128,Track 01006,4,302
1007,128,Track 01007,5,138
1008,128,Track 01008,6,141
1009,128,Track 01009,7,188
1010,128,Track 01010,8,159
1011,128,Track 01011,9,217
1012,128,Track 01012,10,302
1013,129,Track 01013,1,159
1014,129,Track 01014,2,309
1015,129,Track 01015,3,219
1016,129,Track 01016,4,201
1017,129,Track 01017,5,212
1018,129,Track 01018,6,147
1019,129,Track 01019,7,143
1020,129,Track 01020,8,121
1021,129,Track 01021,9,198
1022,129,Track 01022,10,233
1023,129,Track 01023,11,212
1024,130,Track 01024,1,146
1025,130,Track 01025,2,153
1026,130,Track 01026,3,142
1027,130,Track 01027,4,167
1028,130,Track 01028,5,230
1029,131,Track 01029,1,262
1030,131,Track 01030,2,262
1031,131,Track 01031,3,251
1032,131,Track 01032,4,224
1033,131,Track 01033,5,146
1034,131,Track 01034,6,126
1035,131,Track 01035,7,142
1036,131,Track 01036,8,210
1037,132,Track 01037,1,143
1038,132,Track 01038,2,272
1039,132,Track 01039,3,273
1040,132,Track 01040,4,320
1041,132,Track 01041,5,203
1042,132,Track 01042,6,341
1043,132,Track 01043,7,218
1044,132,Track 01044,8,123
1045,132,Track 01045,9,194
1046,133,Track 01046,1,219
1047,133,Track 01047,2,319
1048,133,Track 01048,3,141
1049,133,Track 01049,4,305
1050,133,Track 01050,5,350
1051,133,Track 01051,6,263
1052,133,Track 01052,7,351
1053,133,Track 01053,8,182
1054,133,Track 01054,9,266
1055,133,Track 01055,10,253
1056,133,Track 01056,11,163
1057,133,Track 01057,12,295
1058,133,Track 01058,13,217
1059,133,Track 01059,14,163
1060,134,Track 01060,1,188
1061,134,Track 01061,2,197
1062,134,Track 01062,3,188
1063,135,Track 01063,1,157
1064,135,Track 01064,2,136
1065,135,Track 01065,3,162
1066,135,Track 01066,4,231
1067,135,Track 01067,5,190
1068,135,Track 01068,6,227
1069,135,Track 01069,7,196
1070,135,Track 01070,8,243
1071,136,Track 01071,1,212
1072,136,Track 01072,2,184
1073,137,Track 01073,1,304
1074,137,Track 01074,2,280
1075,137,Track 01075,3,246
1076,137,Track 01076,4,272
1077,138,Track 01077,1,237
1078,138,Track 01078,2,147
1079,138,Track 01079,3,154
1080,138,Track 01080,4,197
1081,138,Track 01081,5,121
1082,138,Track 01082,6,221
1083,138,Track 01083,7,205
1084,138,Track 01084,8,335
1085,138,Track 01085,9,278
1086,138,Track 01086,10,217
1087,138,Track 01087,11,325
1088,139,Track 01088,1,232
1089,139,Track 01089,2,205
1090,139,Track 01090,3,230
1091,139,Track 01091,4,328
1092,139,Track 01092,5,330
1093,139,Track 01093,6,340
1094,140,Track 01094,1,196
1095,140,Track 01095,2,202
1096,140,Track 01096,3,274
1097,140,Track 01097,4,297
1098,140,Track 01098,5,171
1099,140,Track 01099,6,242
1100,140,Track 01100,7,200
1101,140,Track 01101,8,165
1102,140,Track 01102,9,221
1103,140,Track 01103,10,201
1104,141,Track 01104,1,308
1105,141,Track 01105,2,297
1106,141,Track 01106,3,282
1107,141,Track 01107,4,245
1108,141,Track 01108,5,267
1109,141,Track 01109,6,320
1110,141,Track 01110,7,182
1111,141,Track 01111,8,203
1112,141,Track 01112,9,216
1113,141,Track 01113,10,191
1114,141,Track 01114,11,329
1115,141,Track 01115,12,321
1116,142,Track 01116,1,213
1117,142,Track 01117,2,149
1118,142,Track 01118,3,358
1119,142,Track 01119,4,264
1120,142,Track 01120,5,171
1121,142,Track 01121,6,271
1122,142,Track 01122,7,259
1123,143,Track 01123,1,294
1124,143,Track 01124,2,316
1125,143,Track 01125,3,260
1126,143,Track 01126,4,126
1127,143,Track 01127,5,306
1128,143,Track 01128,6,238
1129,143,Track 01129,7,301
1130,143,Track 01130,8,173
1131,143,Track 01131,9,232
1132,143,Track 01132,10,324
1133,144,Track 01133,1,332
1134,144,Track 01134,2,297
1135,144,Track 01135,3,137
1136,144,Track 01136,4,329
1137,144,Track 01137,5,337
1138,145,Track 01138,1,292
1139,145,Track 01139,2,247
1140,145,Track 01140,3,155
1141,145,Track 01141,4,282
1142,145,Track 01142,5,197
1143,145,Track 01143,6,181
1144,145,Track 01144,7,184
1145,146,Track 01145,1,159
1146,146,Track 01146,2,303
1147,146,Track 01147,3,228
1148,146,Track 01148,4,322
1149,146,Track 01149,5,216
1150,146,Track 01150,6,138
1151,146,Track 01151,7,234
1152,146,Track 01152,8,273
1153,146,Track 01153,9,242
1154,146,Track 01154,10,269
1155,146,Track 01155,11,222
1156,147,Track 01156,1,249
1157,147,Track 01157,2,356
1158,147,Track 01158,3,355
1159,147,Track 01159,4,342
1160,147,Track 01160,5,297
1161,147,Track 01161,6,227
1162,147,Track 01162,7,259
1163,147,Track 01163,8,129
1164,147,Track 01164,9,322
1165,148,Track 01165,1,299
1166,148,Track 01166,2,349
1167,148,Track 01167,3,327
1168,148,Track 01168,4,257
1169,148,Track 01169,5,272
1170,148,Track 01170,6,283
1171,148,Track 01171,7,354
1172,148,Track 01172,8,141
1173,148,Track 01173,9,147
1174,148,Track 01174,10,316
1175,148,Track 01175,11,183
1176,148,Track 01176,12,288
1177,148,Track 01177,13,290
1178,149,Track 01178,1,162
1179,149,Track 01179,2,285
1180,149,Track 01180,3,276
1181,149,Track 01181,4,131
1182,149,Track 01182,5,264
1183,149,Track 01183,6,285
1184,150,Track 01184,1,285
1185,150,Track 01185,2,222
1186,150,Track 01186,3,312
1187,150,Track 01187,4,204
1188,150,Track 01188,5,323
1189,150,Track 01189,6,230
1190,150,Track 01190,7,147
1191,150,Track 01191,8,122
1192,150,Track 01192,9,145
1193,150,Track 01193,10,186
1194,150,Track 01194,11,176
1195,151,Track 01195,1,311
1196,151,Track 01196,2,252
1197,151,Track 01197,3,262
1198,151,Track 01198,4,268
1199,151,Track 01199,5,296
1200,151,Track 01200,6,267
1201,151,Track 01201,7,176
1202,151,Track 01202,8,234
1203,151,Track 01203,9,215
1204,152,Track 01204,1,238
1205,152,Track 01205,2,317
1206,152,Track 01206,3,293
1207,152,Track 01207,4,270
1208,152,Track 01208,5,296
1209,152,Track 01209,6,248
1210,152,Track 01210,7,158
1211,152,Track 01211,8,208
1212,152,Track 01212,9,126
1213,152,Track 01213,10,243
1214,152,Track 01214,11,146
1215,152,Track 01215,12,195
1216,152,Track 01216,13,226
1217,152,Track 01217,14,355
1218,153,Track 01218,1,149
1219,153,Track 01219,2,332
1220,154,Track 01220,1,209
1221,154,Track 01221,2,199
1222,154,Track 01222,3,207
1223,154,Track 01223,4,236
1224,154,Track 01224,5,320
1225,154,Track 01225,6,172
1226,154,Track 01226,7,253
1227,154,Track 01227,8,243
1228,154,Track 01228,9,209
1229,154,Track 01229,10,241
1230,155,Track 01230,1,232
1231,155,Track 01231,2,304
1232,156,Track 01232,1,235
1233,156,Track 01233,2,201
1234,156,Track 01234,3,137
1235,156,Track 01235,4,196
1236,156,Track 01236,5,131
1237,156,Track 01237,6,327
1238,156,Track 01238,7,301
1239,156,Track 01239,8,149
1240,156,Track 01240,9,125
1241,156,Track 01241,10,337
1242,156,Track 01242,11,207
1243,156,Track 01243,12,285
1244,157,Track 01244,1,293
1245,157,Track 01245,2,324
1246,158,Track 01246,1,358
1247,158,Track 01247,2,309
1248,158,Track 01248,3,182
1249,158,Track 01249,4,252
1250,158,Track 01250,5,164
1251,158,Track 01251,6,261
1252,158,Track 01252,7,160
1253,158,Track 01253,8,204
1254,158,Track 01254,9,263
1255,158,Track 01255,10,229
1256,159,Track 01256,1,179
1257,159,Track 01257,2,324
1258,159,Track 01258,3,223
1259,159,Track 01259,4,281
1260,159,Track 01260,5,167
1261,159,Track 01261,6,167
1262,159,Track 01262,7,283
1263,159,Track 01263,8,288
1264,160,Track 01264,1,221
1265,160,Track 01265,2,127
1266,160,Track 01266,3,308
1267,160,Track 01267,4,277
1268,160,Track 01268,5,346
1269,160,Track 01269,6,170
1270,160,Track 01270,7,235
1271,161,Track 01271,1,219
1272,161,Track 01272,2,121
1273,161,Track 01273,3,300
1274,161,Track 01274,4,174
1275,161,Track 01275,5,172
1276,161,Track 01276,6,191
1277,161,Track 01277,7,312
1278,161,Track 01278,8,300
1279,161,Track 01279,9,327
1280,161,Track 01280,10,323
1281,161,Track 01281,11,136
1282,161,Track 01282,12,267
1283,161,Track 01283,13,146
1284,161,Track 01284,14,324
1285,162,Track 01285,1,167
1286,162,Track 01286,2,213
1287,162,Track 01287,3,203
1288,162,Track 01288,4,170
1289,162,Track 01289,5,237
1290,162,Track 01290,6,149
1291,162,Track 01291,7,187
1292,162,Track 01292,8,291
1293,162,Track 01293,9,340
1294,163,Track 01294,1,255
1295,163,Track 01295,2,283
1296,163,Track 01296,3,200
1297,163,Track 01297,4,272
1298,163,Track 01298,5,219
1299,163,Track 01299,6,276
1300,163,Track 01300,7,220
1301,163,Track 01301,8,270
1302,164,Track 01302,1,209
1303,164,Track 01303,2,210
1304,164,Track 01304,3,336
1305,164,Track 01305,4,237
1306,164,Track 01306,5,278
1307,164,Track 01307,6,164
1308,164,Track 01308,7,328
1309,164,Track 01309,8,292
1310,164,Track 01310,9,300
1311,165,Track 01311,1,355
1312,165,Track 01312,2,277
1313,165,Track 01313,3,271
1314,165,Track 01314,4,141
1315,165,Track 01315,5,292
1316,166,Track 01316,1,200
1317,166,Track 01317,2,150
1318,166,Track 01318,3,181
1319,166,Track 01319,4,198
1320,166,Track 01320,5,149
1321,166,Track 01321,6,166
1322,166,Track 01322,7,215
1323,166,Track 01323,8,297
1324,166,Track 01324,9,156
1325,166,Track 01325,10,250
1326,167,Track 01326,1,227
1327,167,Track 01327,2,272
1328,167,Track 01328,3,155
1329,167,Track 01329,4,267
1330,167,Track 01330,5,218
1331,167,Track 01331,6,228
1332,167,Track 01332,7,167
1333,167,Track 01333,8,244
1334,167,Track 01334,9,282
1335,167,Track 01335,10,257
1336,167,Track 01336,11,297
1337,167,Track 01337,12,355
1338,167,Track 01338,13,285
1339,167,Track 01339,14,358
1340,168,Track 01340,1,262
1341,168,Track 01341,2,162
1342,168,Track 01342,3,245
1343,169,Track 01343,1,155
1344,169,Track 01344,2,167
1345,169,Track 01345,3,200
1346,169,Track 01346,4,335
1347,169,Track 01347,5,235
1348,169,Track 01348,6,278
1349,169,Track 01349,7,133
1350,169,Track 01350,8,341
1351,169,Track 01351,9,211
1352,169,Track 01352,10,122
1353,169,Track 01353,11,244
1354,169,Track 01354,12,154
1355,170,Track 01355,1,328
1356,170,Track 01356,2,218
1357,170,Track 01357,3,263
1358,170,Track 01358,4,249
1359,171,Track 01359,1,224
1360,171,Track 01360,2,295
1361,171,Track 01361,3,245
1362,171,Track 01362,4,226
1363,171,Track 01363,5,301
1364,171,Track 01364,6,335
1365,171,Track 01365,7,233
1366,171,Track 01366,8,245
1367,171,Track 01367,9,162
1368,171,Track 01368,10,141
1369,171,Track 01369,11,264
1370,171,Track 01370,12,127
1371,171,Track 01371,13,323
1372,171,Track 01372,14,314
1373,171,Track 01373,15,176
1374,172,Track 01374,1,128
1375,172,Track 01375,2,190
1376,172,Track 01376,3,177
1377,172,Track 01377,4,257
1378,172,Track 01378,5,193
1379,173,Track 01379,1,319
1380,173,Track 01380,2,237
1381,173,Track 01381,3,264
1382,174,Track 01382,1,317
1383,174,Track 01383,2,316
1384,174,Track 01384,3,246
1385,174,Track 01385,4,260
1386,174,Track 01386,5,250
1387,174,Track 01387,6,148
1388,174,Track 01388,7,266
1389,174,Track 01389,8,149
1390,174,Track 01390,9,188
1391,174,Track 01391,10,318
1392,174,Track 01392,11,259
1393,174,Track 01393,12,330
1394,175,Track 01394,1,258
1395,175,Track 01395,2,330
1396,175,Track 01396,3,313
1397,175,Track 01397,4,130
1398,175,Track 01398,5,314
1399,175,Track 01399,6,304
1400,175,Track 01400,7,232
1401,175,Track 01401,8,259
1402,175,Track 01402,9,175
1403,175,Track 01403,10,228
1404,175,Track 01404,11,146
1405,175,Track 01405,12,308
1406,175,Track 01406,13,332
1407,176,Track 01407,1,196
1408,176,Track 01408,2,343
1409,176,Track 01409,3,128
1410,176,Track 01410,4,235
1411,176,Track 01411,5,187
1412,176,Track 01412,6,209
1413,176,Track 01413,7,340
1414,176,Track 01414,8,329
1415,176,Track 01415,9,142
1416,176,Track 01416,10,232
1417,176,Track 01417,11,341
1418,177,Track 01418,1,318
1419,177,Track 01419,2,327
1420,178,Track 01420,1,173
1421,178,Track 01421,2,327
1422,178,Track 01422,3,308
1423,178,Track 01423,4,270
1424,178,Track 01424,5,296
1425,178,Track 01425,6,209
1426,178,Track 01426,7,340
1427,178,Track 01427,8,301
1428,178,Track 01428,9,276
1429,178,Track 01429,10,281
1430,178,Track 01430,11,229
1431,179,Track 01431,1,277
1432,179,Track 01432,2,155
1433,179,Track 01433,3,320
1434,179,Track 01434,4,172
1435,179,Track 01435,5,328
1436,179,Track 01436,6,172
1437,179,Track 01437,7,326
1438,179,Track 01438,8,135
1439,179,Track 01439,9,265
1440,179,Track 01440,10,209
1441,180,Track 01441,1,272
1442,180,Track 01442,2,257
1443,180,Track 01443,3,163
1444,180,Track 01444,4,202
1445,180,Track 01445,5,300
1446,180,Track 01446,6,194
1447,180,Track 01447,7,194
1448,180,Track 01448,8,266
1449,180,Track 01449,9,188
1450,180,Track 01450,10,339
1451,180,Track 01451,11,251
1452,180,Track 01452,12,350
1453,181,Track 01453,1,328
1454,181,Track 01454,2,144
1455,181,Track 01455,3,154
1456,181,Track 01456,4,312
1457,181,Track 01457,5,321
1458,181,Track 01458,6,225
1459,181,Track 01459,7,355
1460,181,Track 01460,8,135
1461,181,Track 01461,9,190
1462,181,Track 01462,10,341
1463,181,Track 01463,11,287
1464,182,Track 01464,1,299
1465,182,Track 01465,2,341
1466,182,Track 01466,3,153
1467,183,Track 01467,1,157
1468,183,Track 01468,2,302
1469,183,Track 01469,3,202
1470,183,Track 01470,4,332
1471,184,Track 01471,1,314
1472,184,Track 01472,2,335
1473,184,Track 01473,3,293
1474,184,Track 01474,4,220
1475,185,Track 01475,1,156
1476,185,Track 01476,2,267
1477,185,Track 01477,3,281
1478,185,Track 01478,4,188
1479,185,Track 01479,5,280
1480,185,Track 01480,6,226
1481,185,Track 01481,7,216
1482,185,Track 01482,8,235
1483,185,Track 01483,9,139
1484,185,Track 01484,10,282
1485,185,Track 01485,11,323
1486,185,Track 01486,12,345
1487,185,Track 01487,13,316
1488,185,Track 01488,14,143
1489,185,Track 01489,15,223
1490,186,Track 01490,1,311
1491,186,Track 01491,2,191
1492,186,Track 01492,3,297
1493,186,Track 01493,4,359
1494,186,Track 01494,5,344
1495,186,Track 01495,6,214
1496,186,Track 01496,7,236
1497,186,Track 01497,8,244
1498,186,Track 01498,9,203
1499,187,Track 01499,1,120
1500,187,Track 01500,2,342
1501,187,Track 01501,3,318
1502,187,Track 01502,4,336
1503,187,Track 01503,5,307
1504,187,Track 01504,6,143
1505,187,Track 01505,7,307
1506,187,Track 01506,8,237
1507,187,Track 01507,9,282
1508,187,Track 01508,10,290
1509,188,Track 01509,1,337
1510,188,Track 01510,2,136
1511,188,Track 01511,3,323
1512,188,Track 01512,4,256
1513,188,Track 01513,5,221
1514,188,Track 01514,6,175
1515,188,Track 01515,7,229
1516,188,Track 01516,8,331
1517,188,Track 01517,9,174
1518,188,Track 01518,10,246
1519,188,Track 01519,11,188
1520,188,Track 01520,12,202
1521,188,Track 01521,13,332
1522,189,Track 01522,1,206
1523,189,Track 01523,2,260
1524,189,Track 01524,3,267
1525,189,Track 01525,4,153
1526,189,Track 01526,5,264
1527,190,Track 01527,1,321
1528,190,Track 01528,2,207
1529,190,Track 01529,3,348
1530,190,Track 01530,4,294
1531,190,Track 01531,5,315
1532,190,Track 01532,6,132
1533,190,Track 01533,7,131
1534,190,Track 01534,8,145
1535,191,Track 01535,1,320
1536,191,Track 01536,2,334
1537,191,Track 01537,3,237
1538,191,Track 01538,4,124
1539,191,Track 01539,5,151
1540,191,Track 01540,6,357
1541,191,Track 01541,7,339
1542,191,Track 01542,8,160
1543,191,Track 01543,9,232
1544,191,Track 01544,10,236
1545,191,Track 01545,11,120
1546,192,Track 01546,1,171
1547,192,Track 01547,2,296
1548,192,Track 01548,3,352
1549,192,Track 01549,4,153
1550,192,Track 01550,5,345
1551,192,Track 01551,6,286
1552,192,Track 01552,7,197
1553,193,Track 01553,1,343
1554,193,Track 01554,2,358
1555,193,Track 01555,3,344
1556,194,Track 01556,1,143
1557,194,Track 01557,2,287
1558,194,Track 01558,3,212
1559,194,Track 01559,4,184
1560,194,Track 01560,5,141
1561,195,Track 01561,1,290
1562,195,Track 01562,2,351
1563,195,Track 01563,3,286
1564,195,Track 01564,4,162
1565,195,Track 01565,5,133
1566,195,Track 01566,6,221
1567,195,Track 01567,7,280
1568,195,Track 01568,8,198
1569,195,Track 01569,9,305
1570,195,Track 01570,10,299
1571,195,Track 01571,11,313
1572,195,Track 01572,12,179
1573,195,Track 01573,13,229
1574,196,Track 01574,1,143
1575,196,Track 01575,2,300
1576,196,Track 01576,3,144
1577,196,Track 01577,4,120
1578,196,Track 01578,5,174
1579,196,Track 01579,6,242
1580,196,Track 01580,7,139
1581,196,Track 01581,8,153
1582,196,Track 01582,9,271
1583,196,Track 01583,10,177
1584,196,Track 01584,11,252
1585,197,Track 01585,1,122
1586,197,Track 01586,2,122
1587,197,Track 01587,3,298
1588,197,Track 01588,4,207
1589,197,Track 01589,5,329
1590,197,Track 01590,6,150
1591,197,Track 01591,7,340
1592,197,Track 01592,8,228
1593,197,Track 01593,9,297
1594,197,Track 01594,10,153
1595,197,Track 01595,11,242
1596,197,Track 01596,12,138
1597,197,Track 01597,13,178
1598,197,Track 01598,14,218
1599,197,Track 01599,15,142
1600,198,Track 01600,1,326
1601,198,Track 01601,2,146
1602,198,Track 01602,3,146
1603,198,Track 01603,4,200
1604,198,Track 01604,5,214
1605,198,Track 01605,6,345
1606,198,Track 01606,7,196
1607,198,Track 01607,8,155
1608,198,Track 01608,9,217
1609,198,Track 01609,10,318
1610,198,Track 01610,11,328
1611,198,Track 01611,12,312
1612,199,Track 01612,1,284
1613,199,Track 01613,2,293
1614,199,Track 01614,3,156
1615,200,Track 01615,1,255
1616,200,Track 01616,2,264
1617,201,Track 01617,1,276
1618,202,Track 01618,1,162
1619,202,Track 01619,2,232
1620,202,Track 01620,3,209
1621,202,Track 01621,4,304
1622,202,Track 01622,5,174
1623,202,Track 01623,6,280
1624,202,Track 01624,7,311
1625,202,Track 01625,8,158
1626,202,Track 01626,9,355
1627,202,Track 01627,10,225
1628,202,Track 01628,11,277
1629,203,Track 01629,1,233
1630,203,Track 01630,2,340
1631,203,Track 01631,3,175
1632,203,Track 01632,4,142
1633,203,Track 01633,5,349
1634,203,Track 01634,6,145
1635,203,Track 01635,7,155
1636,203,Track 01636,8,312
1637,203,Track 01637,9,151
1638,203,Track 01638,10,270
1639,203,Track 01639,11,306
1640,204,Track 01640,1,209
1641,204,Track 01641,2,229
1642,204,Track 01642,3,200
1643,204,Track 01643,4,322
1644,204,Track 01644,5,155
1645,204,Track 01645,6,183
1646,204,Track 01646,7,190
1647,205,Track 01647,1,183
1648,205,Track 01648,2,261
1649,205,Track 01649,3,273
1650,205,Track 01650,4,273
1651,205,Track 01651,5,304
1652,205,Track 01652,6,275
1653,205,Track 01653,7,192
1654,205,Track 01654,8,319
1655,205,Track 01655,9,360
1656,206,Track 01656,1,126
1657,206,Track 01657,2,337
1658,206,Track 01658,3,336
1659,206,Track 01659,4,288
1660,206,Track 01660,5,344
1661,206,Track 01661,6,197
1662,206,Track 01662,7,172
1663,206,Track 01663,8,252
1664,206,Track 01664,9,275
1665,206,Track 01665,10,250
1666,206,Track 01666,11,168
1667,206,Track 01667,12,311
1668,207,Track 01668,1,195
1669,207,Track 01669,2,285
1670,207,Track 01670,3,133
1671,207,Track 01671,4,320
1672,207,Track 01672,5,349
1673,207,Track 01673,6,323
1674,207,Track 01674,7,181
1675,208,Track 01675,1,218
1676,208,Track 01676,2,148
1677,208,Track 01677,3,181
1678,208,Track 01678,4,247
1679,208,Track 01679,5,283
1680,208,Track 01680,6,272
1681,208,Track 01681,7,138
1682,208,Track 01682,8,255
1683,209,Track 01683,1,212
1684,210,Track 01684,1,153
1685,210,Track 01685,2,219
1686,210,Track 01686,3,340
1687,210,Track 01687,4,334
1688,210,Track 01688,5,265
1689,210,Track 01689,6,227
1690,211,Track 01690,1,259
1691,211,Track 01691,2,294
1692,211,Track 01692,3,164
1693,211,Track 01693,4,315
1694,211,Track 01694,5,240
1695,211,Track 01695,6,317
1696,211,Track 01696,7,138
1697,211,Track 01697,8,124
1698,211,Track 01698,9,270
1699,211,Track 01699,10,137
1700,211,Track 01700,11,123
1701,211,Track 01701,12,187
1702,211,Track 01702,13,175
1703,212,Track 01703,1,356
1704,213,Track 01704,1,322
1705,214,Track 01705,1,249
1706,214,Track 01706,2,193
1707,214,Track 01707,3,280
1708,214,Track 01708,4,302
1709,214,Track 01709,5,248
1710,214,Track 01710,6,316
1711,214,Track 01711,7,226
1712,215,Track 01712,1,299
1713,215,Track 01713,2,222
1714,215,Track 01714,3,141
1715,215,Track 01715,4,283
1716,215,Track 01716,5,257
1717,215,Track 01717,6,257
1718,215,Track 01718,7,277
1719,216,Track 01719,1,191
1720,216,Track 01720,2,141
1721,216,Track 01721,3,199
1722,216,Track 01722,4,140
1723,216,Track 01723,5,250
1724,216,Track 01724,6,355
1725,216,Track 01725,7,172
1726,216,Track 01726,8,326
1727,216,Track 01727,9,159
1728,216,Track 01728,10,257
1729,217,Track 01729,1,220
1730,217,Track 01730,2,270
1731,217,Track 01731,3,282
1732,217,Track 01732,4,315
1733,217,Track 01733,5,333
1734,217,Track 01734,6,286
1735,218,Track 01735,1,284
1736,218,Track 01736,2,136
1737,218,Track 01737,3,199
1738,218,Track 01738,4,298
1739,218,Track 01739,5,231
1740,218,Track 01740,6,306
1741,218,Track 01741,7,336
1742,218,Track 01742,8,181
1743,218,Track 01743,9,134
1744,218,Track 01744,10,182
1745,218,Track 01745,11,142
1746,219,Track 01746,1,149
1747,219,Track 01747,2,236
1748,219,Track 01748,3,276
1749,219,Track 01749,4,275
1750,219,Track 01750,5,134
1751,219,Track 01751,6,199
1752,219,Track 01752,7,290
1753,220,Track 01753,1,288
1754,220,Track 01754,2,309
1755,220,Track 01755,3,164
1756,220,Track 01756,4,150
1757,220,Track 01757,5,123
1758,220,Track 01758,6,301
1759,220,Track 01759,7,155
1760,220,Track 01760,8,299
1761,220,Track 01761,9,122
1762,220,Track 01762,10,161
1763,220,Track 01763,11,247
1764,220,Track 01764,12,208
1765,221,Track 01765,1,252
1766,221,Track 01766,2,320
1767,221,Track 01767,3,330
1768,221,Track 01768,4,304
1769,221,Track 01769,5,186
1770,221,Track 01770,6,162
1771,221,Track 01771,7,215
1772,221,Track 01772,8,152
1773,221,Track 01773,9,311
1774,222,Track 01774,1,307
1775,222,Track 01775,2,346
1776,222,Track 01776,3,150
1777,222,Track 01777,4,317
1778,222,Track 01778,5,350
1779,222,Track 01779,6,127
1780,222,Track 01780,7,205
1781,222,Track 01781,8,326
1782,222,Track 01782,9,229
1783,222,Track 01783,10,189
1784,222,Track 01784,11,254
1785,222,Track 01785,12,136
1786,223,Track 01786,1,302
1787,223,Track 01787,2,267
1788,223,Track 01788,3,280
1789,223,Track 01789,4,139
1790,223,Track 01790,5,247
1791,224,Track 01791,1,250
1792,224,Track 01792,2,212
1793,224,Track 01793,3,134
1794,224,Track 01794,4,247
1795,224,Track 01795,5,339
1796,224,Track 01796,6,265
1797,224,Track 01797,7,162
1798,224,Track 01798,8,214
1799,225,Track 01799,1,185
1800,225,Track 01800,2,317
1801,225,Track 01801,3,146
1802,225,Track 01802,4,348
1803,225,Track 01803,5,266
1804,225,Track 01804,6,292
1805,225,Track 01805,7,305
1806,225,Track 01806,8,149
1807,225,Track 01807,9,178
1808,225,Track 01808,10,309
1809,226,Track 01809,1,120
1810,226,Track 01810,2,131
1811,226,Track 01811,3,339
1812,226,Track 01812,4,340
1813,226,Track 01813,5,123
1814,226,Track 01814,6,182
1815,226,Track 01815,7,131
1816,226,Track 01816,8,240
1817,226,Track 01817,9,213
1818,227,Track 01818,1,355
1819,227,Track 01819,2,158
1820,227,Track 01820,3,165
1821,227,Track 01821,4,358
1822,227,Track 01822,5,339
1823,227,Track 01823,6,129
1824,227,Track 01824,7,261
1825,228,Track 01825,1,309
1826,228,Track 01826,2,287
1827,228,Track 01827,3,227
1828,228,Track 01828,4,177
1829,228,Track 01829,5,202
1830,228,Track 01830,6,183
1831,228,Track 01831,7,226
1832,228,Track 01832,8,354
1833,228,Track 01833,9,304
1834,228,Track 01834,10,201
1835,228,Track 01835,11,189
1836,228,Track 01836,12,331
1837,229,Track 01837,1,266
1838,229,Track 01838,2,215
1839,230,Track 01839,1,248
1840,230,Track 01840,2,292
1841,231,Track 01841,1,165
1842,232,Track 01842,1,325
1843,232,Track 01843,2,252
1844,232,Track 01844,3,131
1845,232,Track 01845,4,222
1846,232,Track 01846,5,137
1847,232,Track 01847,6,344
1848,232,Track 01848,7,239
1849,232,Track 01849,8,341
1850,232,Track 01850,9,192
1851,232,Track 01851,10,318
1852,232,Track 01852,11,336
1853,233,Track 01853,1,203
1854,233,Track 01854,2,142
1855,233,Track 01855,3,261
1856,233,Track 01856,4,236
1857,233,Track 01857,5,122
1858,234,Track 01858,1,171
1859,234,Track 01859,2,194
1860,234,Track 01860,3,264
1861,234,Track 01861,4,320
1862,234,Track 01862,5,197
1863,234,Track 01863,6,309
1864,235,Track 01864,1,182
1865,235,Track 01865,2,238
1866,235,Track 01866,3,214
1867,235,Track 01867,4,271
1868,235,Track 01868,5,246
1869,235,Track 01869,6,317
1870,235,Track 01870,7,318
1871,235,Track 01871,8,170
1872,235,Track 01872,9,307
1873,235,Track 01873,10,350
1874,236,Track 01874,1,314
1875,236,Track 01875,2,323
1876,236,Track 01876,3,182
1877,236,Track 01877,4,158
1878,236,Track 01878,5,121
1879,236,Track 01879,6,358
1880,236,Track 01880,7,224
1881,236,Track 01881,8,126
1882,236,Track 01882,9,179
1883,237,Track 01883,1,208
1884,237,Track 01884,2,282
1885,237,Track 01885,3,334
1886,237,Track 01886,4,297
1887,237,Track 01887,5,344
1888,237,Track 01888,6,122
1889,237,Track 01889,7,205
1890,237,Track 01890,8,120
1891,237,Track 01891,9,314
1892,238,Track 01892,1,216
1893,238,Track 01893,2,337
1894,238,Track 01894,3,308
1895,238,Track 01895,4,306
1896,238,Track 01896,5,198
1897,238,Track 01897,6,146
1898,238,Track 01898,7,172
1899,238,Track 01899,8,255
1900,238,Track 01900,9,180
1901,238,Track 01901,10,227
1902,238,Track 01902,11,245
1903,239,Track 01903,1,156
1904,240,Track 01904,1,191
1905,240,Track 01905,2,143
1906,240,Track 01906,3,131
1907,240,Track 01907,4,355
1908,240,Track 01908,5,179
1909,240,Track 01909,6,349
1910,240,Track 01910,7,336
1911,240,Track 01911,8,253
1912,240,Track 01912,9,225
1913,240,Track 01913,10,299
1914,240,Track 01914,11,349
1915,240,Track 01915,12,215
1916,241,Track 01916,1,311
1917,241,Track 01917,2,141
1918,241,Track 01918,3,268
1919,241,Track 01919,4,144
1920,241,Track 01920,5,249
1921,241,Track 01921,6,154
1922,241,Track 01922,7,283
1923,241,Track 01923,8,329
1924,242,Track 01924,1,139
1925,242,Track 01925,2,271
1926,242,Track 01926,3,265
1927,242,Track 01927,4,135
1928,242,Track 01928,5,231
