track_id,platform,listen_month,stream_count,skip_rate,playlist_adds
448,Spotify,2025-02-01,97384,0.351,6435
448,Apple Music,2023-12-01,200945,0.414,4483
448,YouTube Music,2023-05-01,18887,0.402,282
449,Spotify,2025-01-01,41238,0.386,2424
449,Apple Music,2025-11-01,112886,0.177,1786
449,YouTube Music,2025-09-01,52016,0.233,1863
450,Spotify,2023-04-01,172587,0.392,11965
450,Apple Music,2025-04-01,103749,0.489,7195
450,YouTube Music,2023-07-01,140962,0.209,1222
451,Spotify,2025-08-01,109232,0.447,7376
451,Apple Music,2023-05-01,134273,0.274,9546
451,YouTube Music,2025-02-01,66811,0.441,2705
452,Spotify,2023-12-01,165449,0.223,3610
452,Apple Music,2024-04-01,94842,0.533,2392
452,YouTube Music,2024-07-01,154904,0.088,3497
453,Spotify,2023-02-01,80557,0.339,4280
453,Apple Music,2024-11-01,87116,0.325,4943
453,YouTube Music,2025-02-01,173897,0.431,1134
454,Spotify,2025-09-01,85358,0.198,1990
454,Apple Music,2025-08-01,184688,0.514,13692
454,YouTube Music,2025-09-01,111478,0.531,3294
455,Spotify,2023-12-01,126087,0.081,2459
455,Apple Music,2024-10-01,99593,0.28,5696
455,YouTube Music,2025-10-01,62148,0.395,4788
456,Spotify,2023-06-01,80666,0.302,1590
456,Apple Music,2025-06-01,16442,0.248,1018
456,YouTube Music,2023-02-01,121541,0.53,757
457,Spotify,2023-08-01,198831,0.189,13916
457,Apple Music,2025-08-01,121735,0.427,1545
457,YouTube Music,2023-01-01,166442,0.427,3559
458,Spotify,2024-11-01,54657,0.356,766
458,Apple Music,2023-10-01,206490,0.5,2480
458,YouTube Music,2025-11-01,27084,0.198,1350
459,Spotify,2023-11-01,188914,0.304,4870
459,Apple Music,2023-07-01,242320,0.083,16514
459,YouTube Music,2025-05-01,74998,0.317,1664
460,Spotify,2024-09-01,553,0.244,17
460,Apple Music,2025-01-01,164382,0.427,12912
460,YouTube Music,2025-01-01,169315,0.161,2839
461,Spotify,2024-08-01,174723,0.469,3463
461,Apple Music,2023-12-01,19824,0.186,299
461,YouTube Music,2024-11-01,175558,0.375,12466
462,Spotify,2024-07-01,101460,0.11,7364
462,Apple Music,2024-02-01,2255,0.097,40
462,YouTube Music,2023-07-01,28616,0.18,473
463,Spotify,2025-09-01,73918,0.158,4326
463,Apple Music,2025-06-01,199105,0.503,9831
463,YouTube Music,2025-04-01,106675,0.549,4796
464,Spotify,2024-06-01,124711,0.367,8056
464,Apple Music,2023-04-01,79970,0.515,5187
464,YouTube Music,2023-10-01,104457,0.443,4164
465,Spotify,2025-12-01,39280,0.14,354
465,Apple Music,2025-10-01,192263,0.133,7873
465,YouTube Music,2025-04-01,232688,0.144,10202
466,Spotify,2025-02-01,31767,0.104,2203
466,Apple Music,2023-05-01,71679,0.119,3181
466,YouTube Music,2024-08-01,68903,0.144,1265
467,Spotify,2023-09-01,48007,0.451,2755
467,Apple Music,2025-02-01,46114,0.114,2723
467,YouTube Music,2024-01-01,243547,0.297,13663
468,Spotify,2025-01-01,11557,0.447,729
468,Apple Music,2025-10-01,155502,0.232,9612
468,YouTube Music,2023-08-01,18478,0.169,1413
469,Spotify,2025-01-01,168536,0.107,8816
469,Apple Music,2023-09-01,168220,0.246,5623
469,YouTube Music,2025-03-01,165314,0.217,2801
470,Spotify,2025-02-01,189592,0.334,5031
470,Apple Music,2023-06-01,36192,0.439,1542
470,YouTube Music,2023-10-01,108098,0.318,4329
471,Spotify,2024-11-01,10667,0.203,249
471,Apple Music,2023-07-01,76805,0.42,1968
471,YouTube Music,2024-09-01,113230,0.191,1833
472,Spotify,2024-03-01,83981,0.254,728
472,Apple Music,2025-08-01,155533,0.1,9109
472,YouTube Music,2025-09-01,15037,0.193,754
473,Spotify,2025-11-01,141781,0.45,889
473,Apple Music,2023-02-01,126009,0.11,3161
473,YouTube Music,2025-12-01,98190,0.328,7046
474,Spotify,2025-03-01,1725,0.425,133
474,Apple Music,2025-04-01,197168,0.314,14751
474,YouTube Music,2024-05-01,122614,0.168,6569
475,Spotify,2025-11-01,57144,0.111,3271
475,Apple Music,2025-12-01,96218,0.325,5136
475,YouTube Music,2024-12-01,84724,0.155,1965
476,Spotify,2023-02-01,35439,0.421,1581
476,Apple Music,2023-07-01,112395,0.198,4456
476,YouTube Music,2024-05-01,105207,0.377,1762
477,Spotify,2024-06-01,10572,0.451,624
477,Apple Music,2025-01-01,172977,0.218,13309
477,YouTube Music,2024-05-01,149552,0.257,5359
478,Spotify,2023-04-01,154602,0.463,6631
478,Apple Music,2025-03-01,166212,0.193,9524
478,YouTube Music,2025-01-01,72625,0.537,2899
479,Spotify,2023-05-01,214814,0.098,12139
479,Apple Music,2024-04-01,58231,0.182,4526
479,YouTube Music,2024-12-01,132161,0.228,7687
480,Spotify,2025-10-01,75325,0.459,885
480,Apple Music,2025-01-01,133561,0.419,8554
480,YouTube Music,2025-04-01,220933,0.193,2619
481,Spotify,2023-01-01,120562,0.27,3523
481,Apple Music,2025-09-01,140610,0.42,10787
481,YouTube Music,2024-09-01,164031,0.234,5609
482,Spotify,2023-01-01,135915,0.419,6025
482,Apple Music,2025-02-01,45290,0.092,2980
482,YouTube Music,2025-09-01,111777,0.133,1631
483,Spotify,2025-08-01,3728,0.257,150
483,Apple Music,2025-07-01,86228,0.467,4285
483,YouTube Music,2025-06-01,1734,0.4,59
484,Spotify,2023-09-01,47411,0.116,2383
484,Apple Music,2023-04-01,212311,0.215,9647
484,YouTube Music,2023-07-01,116903,0.241,815
485,Spotify,2025-10-01,46507,0.42,3516
485,Apple Music,2024-07-01,118295,0.193,3031
485,YouTube Music,2025-05-01,17635,0.519,1007
486,Spotify,2024-11-01,38459,0.271,2347
486,Apple Music,2024-07-01,7690,0.239,322
486,YouTube Music,2023-02-01,158161,0.43,6951
487,Spotify,2023-04-01,172075,0.447,1092
487,Apple Music,2025-02-01,16703,0.175,572
487,YouTube Music,2025-04-01,7890,0.402,82
488,Spotify,2024-06-01,36623,0.441,880
488,Apple Music,2025-02-01,18253,0.319,342
488,YouTube Music,2025-03-01,150201,0.308,9346
489,Spotify,2025-01-01,151335,0.327,3750
489,Apple Music,2025-08-01,29173,0.501,156
489,YouTube Music,2025-12-01,51659,0.192,3601
490,Spotify,2024-10-01,122646,0.102,2763
490,Apple Music,2025-12-01,166373,0.128,5455
490,YouTube Music,2025-10-01,6086,0.102,198
491,Spotify,2023-12-01,156018,0.216,7497
491,Apple Music,2025-12-01,166410,0.354,2898
491,YouTube Music,2025-07-01,176905,0.374,11056
492,Spotify,2025-12-01,168842,0.34,8501
492,Apple Music,2023-09-01,231224,0.438,15969
492,YouTube Music,2025-10-01,69173,0.448,3351
493,Spotify,2025-05-01,58231,0.346,1576
493,Apple Music,2023-04-01,175439,0.538,3435
493,YouTube Music,2024-03-01,26330,0.447,1749
494,Spotify,2024-10-01,118002,0.343,8887
494,Apple Music,2025-02-01,149666,0.342,2488
494,YouTube Music,2024-03-01,151429,0.537,1103
495,Spotify,2023-09-01,219652,0.344,17484
495,Apple Music,2024-11-01,178486,0.395,8956
495,YouTube Music,2025-01-01,103571,0.324,5623
496,Spotify,2025-02-01,116918,0.502,9002
496,Apple Music,2023-09-01,60914,0.346,2287
496,YouTube Music,2023-07-01,48969,0.439,2244
497,Spotify,2024-06-01,200087,0.448,6739
497,Apple Music,2025-08-01,151525,0.514,3219
497,YouTube Music,2023-09-01,115609,0.47,8228
498,Spotify,2024-04-01,113467,0.541,6953
498,Apple Music,2024-09-01,87921,0.15,4314
498,YouTube Music,2023-08-01,101259,0.099,729
499,Spotify,2024-10-01,221660,0.083,15275
499,Apple Music,2023-07-01,166026,0.263,13262
499,YouTube Music,2025-06-01,146580,0.118,2858
500,Spotify,2025-11-01,5950,0.111,265
500,Apple Music,2025-06-01,62503,0.376,655
500,YouTube Music,2025-04-01,15799,0.444,1101
501,Spotify,2023-12-01,209815,0.382,10915
501,Apple Music,2024-08-01,90492,0.212,566
501,YouTube Music,2024-03-01,135115,0.264,1265
502,Spotify,2025-03-01,198823,0.486,11005
502,Apple Music,2024-12-01,73717,0.455,4492
502,YouTube Music,2023-10-01,213051,0.514,15815
503,Spotify,2023-07-01,249890,0.111,15825
503,Apple Music,2023-04-01,166088,0.204,12917
503,YouTube Music,2024-06-01,112221,0.521,8592
504,Spotify,2024-02-01,255252,0.175,18808
504,Apple Music,2023-11-01,138565,0.117,803
504,YouTube Music,2023-07-01,22998,0.157,770
505,Spotify,2024-08-01,81439,0.54,2348
505,Apple Music,2023-08-01,164355,0.242,2316
505,YouTube Music,2025-01-01,26678,0.336,747
506,Spotify,2023-07-01,262700,0.486,7677
506,Apple Music,2024-05-01,85809,0.537,1037
506,YouTube Music,2023-07-01,13532,0.176,321
507,Spotify,2025-08-01,138732,0.516,10110
507,Apple Music,2023-11-01,194373,0.51,2067
507,YouTube Music,2023-02-01,32757,0.5,1610
508,Spotify,2023-10-01,151324,0.324,11807
508,Apple Music,2025-10-01,144249,0.47,9207
508,YouTube Music,2025-04-01,108418,0.28,7261
509,Spotify,2024-07-01,40105,0.163,2250
509,Apple Music,2025-01-01,8168,0.349,316
509,YouTube Music,2024-07-01,164884,0.357,9718
510,Spotify,2023-07-01,242707,0.136,9920
510,Apple Music,2023-01-01,123011,0.27,7810
510,YouTube Music,2025-03-01,121095,0.257,1909
511,Spotify,2023-07-01,44664,0.244,2480
511,Apple Music,2025-08-01,236252,0.252,14953
511,YouTube Music,2023-09-01,33936,0.27,552
512,Spotify,2023-06-01,216106,0.162,16991
512,Apple Music,2023-09-01,155151,0.295,7689
512,YouTube Music,2025-10-01,174055,0.4,3940
513,Spotify,2023-03-01,138735,0.337,861
513,Apple Music,2025-12-01,13635,0.455,1041
513,YouTube Music,2025-12-01,72729,0.335,5682
514,Spotify,2024-10-01,172744,0.535,9263
514,Apple Music,2023-11-01,116424,0.367,5415
514,YouTube Music,2024-01-01,21850,0.292,1003
515,Spotify,2023-09-01,261621,0.123,19431
515,Apple Music,2025-03-01,135651,0.304,6164
515,YouTube Music,2023-10-01,12034,0.292,403
516,Spotify,2025-09-01,25333,0.392,1003
516,Apple Music,2024-09-01,160289,0.15,8298
516,YouTube Music,2024-09-01,193302,0.152,13058
517,Spotify,2025-09-01,167062,0.547,1313
517,Apple Music,2025-11-01,121756,0.08,6485
517,YouTube Music,2025-06-01,76901,0.407,5477
518,Spotify,2025-08-01,332802,0.259,17127
518,Apple Music,2025-03-01,147851,0.396,2601
518,YouTube Music,2025-07-01,236732,0.256,5643
519,Spotify,2025-05-01,140202,0.172,4413
519,Apple Music,2025-12-01,58175,0.378,871
519,YouTube Music,2023-04-01,198179,0.451,13332
520,Spotify,2024-07-01,197741,0.514,14848
520,Apple Music,2023-09-01,41702,0.402,3073
520,YouTube Music,2024-07-01,109869,0.518,2015
521,Spotify,2023-12-01,61401,0.161,4663
521,Apple Music,2023-04-01,59118,0.366,3339
521,YouTube Music,2023-11-01,114656,0.414,3748
522,Spotify,2025-06-01,143203,0.529,10914
522,Apple Music,2024-05-01,5359,0.435,337
522,YouTube Music,2025-09-01,47689,0.224,2467
523,Spotify,2025-08-01,128181,0.471,9426
523,Apple Music,2025-04-01,36193,0.325,2093
523,YouTube Music,2024-05-01,90666,0.12,2930
524,Spotify,2024-04-01,23508,0.293,693
524,Apple Music,2023-07-01,26603,0.162,1368
524,YouTube Music,2024-08-01,154887,0.527,1905
525,Spotify,2023-12-01,69245,0.531,1726
525,Apple Music,2023-01-01,216740,0.213,13596
525,YouTube Music,2023-12-01,84532,0.26,3777
526,Spotify,2023-08-01,173395,0.344,8735
526,Apple Music,2025-09-01,2179,0.141,148
526,YouTube Music,2025-07-01,95602,0.498,7183
527,Spotify,2025-07-01,91495,0.232,5761
527,Apple Music,2023-03-01,212082,0.288,5810
527,YouTube Music,2025-05-01,158661,0.32,12492
528,Spotify,2024-06-01,167945,0.424,6154
528,Apple Music,2024-10-01,244446,0.215,10426
528,YouTube Music,2024-01-01,43633,0.462,1619
529,Spotify,2023-05-01,49193,0.083,391
529,Apple Music,2023-04-01,116159,0.356,8233
529,YouTube Music,2023-06-01,41346,0.468,3280
530,Spotify,2023-09-01,70435,0.083,2147
530,Apple Music,2025-02-01,63723,0.28,3846
530,YouTube Music,2024-07-01,73573,0.48,3263
531,Spotify,2025-04-01,180754,0.417,2856
531,Apple Music,2024-11-01,119136,0.38,4536
531,YouTube Music,2025-12-01,96846,0.083,3144
532,Spotify,2023-09-01,166585,0.253,3446
532,Apple Music,2023-12-01,74121,0.161,3391
532,YouTube Music,2023-11-01,32506,0.11,650
533,Spotify,2025-01-01,2772,0.373,26
533,Apple Music,2023-12-01,26741,0.275,1115
533,YouTube Music,2024-07-01,156727,0.091,2723
534,Spotify,2023-06-01,166997,0.393,3051
534,Apple Music,2025-11-01,136274,0.202,10628
534,YouTube Music,2023-06-01,76466,0.258,5330
535,Spotify,2025-12-01,44318,0.32,2799
535,Apple Music,2023-07-01,122917,0.389,2837
535,YouTube Music,2023-11-01,16286,0.165,618
536,Spotify,2024-12-01,111704,0.295,2360
536,Apple Music,2023-01-01,178089,0.345,8671
536,YouTube Music,2025-04-01,78100,0.153,5985
537,Spotify,2024-06-01,203932,0.16,2561
537,Apple Music,2025-09-01,226759,0.115,6290
537,YouTube Music,2025-04-01,35993,0.158,1943
538,Spotify,2024-05-01,199528,0.334,5789
538,Apple Music,2025-08-01,96099,0.421,3817
538,YouTube Music,2023-10-01,51909,0.265,1221
539,Spotify,2024-10-01,83891,0.199,5520
539,Apple Music,2025-08-01,232258,0.165,8944
539,YouTube Music,2023-06-01,1098,0.162,11
540,Spotify,2024-12-01,78140,0.36,4843
540,Apple Music,2023-10-01,27850,0.413,1846
540,YouTube Music,2023-11-01,200825,0.324,2972
541,Spotify,2025-12-01,273645,0.143,8845
541,Apple Music,2024-09-01,16628,0.161,1184
541,YouTube Music,2025-09-01,149769,0.522,10687
542,Spotify,2025-12-01,175477,0.286,9874
542,Apple Music,2023-04-01,232094,0.255,10113
542,YouTube Music,2023-04-01,187875,0.514,12193
543,Spotify,2025-02-01,4876,0.222,361
543,Apple Music,2023-06-01,197780,0.35,2612
543,YouTube Music,2023-01-01,59331,0.49,2835
544,Spotify,2025-12-01,46973,0.159,3500
544,Apple Music,2024-11-01,110002,0.123,2190
544,YouTube Music,2023-10-01,213789,0.107,14269
545,Spotify,2024-02-01,152705,0.119,8629
545,Apple Music,2023-12-01,220962,0.148,1907
545,YouTube Music,2025-08-01,35025,0.154,2451
546,Spotify,2025-12-01,116641,0.39,1051
546,Apple Music,2023-03-01,151108,0.133,5319
546,YouTube Music,2025-06-01,10009,0.419,385
547,Spotify,2023-04-01,216681,0.329,8195
547,Apple Music,2023-07-01,204442,0.181,5524
547,YouTube Music,2024-11-01,100428,0.332,5475
548,Spotify,2024-03-01,225005,0.445,2873
548,Apple Music,2024-11-01,22917,0.091,1074
548,YouTube Music,2025-06-01,122110,0.238,690
549,Spotify,2025-04-01,31858,0.215,467
549,Apple Music,2024-02-01,240909,0.547,7527
549,YouTube Music,2025-11-01,242159,0.081,18114
550,Spotify,2024-01-01,173224,0.14,9889
550,Apple Music,2023-07-01,24344,0.293,380
550,YouTube Music,2023-04-01,106895,0.334,3640
551,Spotify,2023-01-01,7251,0.115,440
551,Apple Music,2024-10-01,52167,0.517,1913
551,YouTube Music,2023-10-01,46717,0.342,1207
552,Spotify,2024-07-01,136314,0.418,10537
552,Apple Music,2024-09-01,126388,0.187,1830
552,YouTube Music,2023-11-01,233660,0.13,6766
553,Spotify,2024-01-01,196871,0.184,11472
553,Apple Music,2024-08-01,55085,0.088,1775
553,YouTube Music,2024-10-01,200203,0.381,6535
554,Spotify,2024-06-01,17902,0.357,1134
554,Apple Music,2024-02-01,79366,0.161,1861
554,YouTube Music,2023-01-01,47363,0.198,1779
555,Spotify,2023-01-01,121981,0.136,7778
555,Apple Music,2025-04-01,44733,0.508,2882
555,YouTube Music,2024-03-01,28679,0.21,2172
556,Spotify,2025-11-01,123847,0.336,5420
556,Apple Music,2025-02-01,103133,0.15,751
556,YouTube Music,2023-07-01,110449,0.298,2171
557,Spotify,2024-02-01,102666,0.105,6000
557,Apple Music,2024-08-01,16780,0.215,1304
557,YouTube Music,2023-01-01,72844,0.268,988
558,Spotify,2025-11-01,5773,0.165,259
558,Apple Music,2024-01-01,100024,0.411,4972
558,YouTube Music,2025-04-01,47212,0.083,940
559,Spotify,2024-05-01,166242,0.467,12295
559,Apple Music,2024-10-01,153626,0.285,2483
559,YouTube Music,2024-01-01,19281,0.47,1107
560,Spotify,2023-05-01,7435,0.205,268
560,Apple Music,2023-01-01,102431,0.092,1033
560,YouTube Music,2024-01-01,135674,0.393,1943
561,Spotify,2025-02-01,7059,0.203,160
561,Apple Music,2025-05-01,213791,0.409,12413
561,YouTube Music,2023-06-01,121085,0.197,9663
562,Spotify,2025-05-01,45184,0.367,1926
562,Apple Music,2024-10-01,264804,0.466,19779
562,YouTube Music,2023-08-01,232861,0.38,12481
563,Spotify,2025-09-01,165092,0.137,5958
563,Apple Music,2023-03-01,192268,0.273,6469
563,YouTube Music,2025-05-01,62400,0.528,2581
564,Spotify,2023-04-01,61639,0.162,1798
564,Apple Music,2024-10-01,235011,0.322,11591
564,YouTube Music,2023-02-01,201429,0.548,7745
565,Spotify,2025-03-01,241905,0.204,17237
565,Apple Music,2025-03-01,6867,0.104,271
565,YouTube Music,2025-11-01,24071,0.106,406
566,Spotify,2025-02-01,9062,0.39,221
566,Apple Music,2025-10-01,63503,0.41,3247
566,YouTube Music,2023-02-01,176673,0.447,6827
567,Spotify,2025-09-01,31022,0.532,1855
567,Apple Music,2023-02-01,189705,0.216,10360
567,YouTube Music,2023-03-01,195103,0.5,5425
568,Spotify,2025-09-01,173697,0.525,12377
568,Apple Music,2025-06-01,262865,0.348,9995
568,YouTube Music,2023-05-01,156657,0.333,1508
569,Spotify,2023-03-01,117657,0.303,4764
569,Apple Music,2023-11-01,51430,0.12,2554
569,YouTube Music,2025-10-01,149339,0.154,10726
570,Spotify,2025-03-01,109211,0.362,4014
570,Apple Music,2025-08-01,180859,0.264,13699
570,YouTube Music,2023-12-01,247656,0.206,12175
571,Spotify,2024-02-01,36003,0.452,2313
571,Apple Music,2023-03-01,118462,0.312,5495
571,YouTube Music,2025-04-01,149408,0.5,8489
572,Spotify,2024-10-01,130094,0.246,8251
572,Apple Music,2023-10-01,249763,0.267,6734
572,YouTube Music,2024-09-01,162705,0.213,8255
573,Spotify,2024-08-01,97122,0.52,3612
573,Apple Music,2025-06-01,159536,0.11,936
573,YouTube Music,2025-04-01,33785,0.155,2534
574,Spotify,2025-10-01,207626,0.335,2985
574,Apple Music,2023-10-01,67586,0.268,3869
574,YouTube Music,2024-03-01,17962,0.145,438
575,Spotify,2023-10-01,265059,0.363,2680
575,Apple Music,2023-10-01,17536,0.115,1401
575,YouTube Music,2025-11-01,333259,0.197,18192
576,Spotify,2023-04-01,60573,0.49,3549
576,Apple Music,2023-04-01,61225,0.272,308
576,YouTube Music,2024-06-01,16183,0.231,701
577,Spotify,2024-05-01,149691,0.158,10924
577,Apple Music,2024-11-01,115651,0.139,1422
577,YouTube Music,2025-07-01,11615,0.408,296
578,Spotify,2025-02-01,166100,0.301,10053
578,Apple Music,2025-11-01,142669,0.202,6472
578,YouTube Music,2024-08-01,15519,0.53,926
579,Spotify,2024-09-01,128638,0.208,4915
579,Apple Music,2024-11-01,35519,0.475,1836
579,YouTube Music,2025-10-01,135743,0.337,6954
580,Spotify,2025-08-01,80191,0.353,4589
580,Apple Music,2023-06-01,111626,0.259,3173
580,YouTube Music,2023-02-01,103428,0.54,6750
581,Spotify,2023-11-01,38593,0.42,2159
581,Apple Music,2025-01-01,175636,0.196,13112
581,YouTube Music,2025-01-01,80362,0.303,2948
582,Spotify,2024-04-01,78002,0.333,4902
582,Apple Music,2023-02-01,109666,0.273,6382
582,YouTube Music,2024-08-01,155399,0.234,7764
583,Spotify,2024-03-01,2083,0.359,112
583,Apple Music,2024-07-01,88120,0.353,1623
583,YouTube Music,2025-10-01,119511,0.209,8691
584,Spotify,2024-05-01,121241,0.273,3578
584,Apple Music,2024-06-01,34707,0.452,982
584,YouTube Music,2025-08-01,161682,0.24,11630
585,Spotify,2025-10-01,102600,0.533,1992
585,Apple Music,2024-07-01,8517,0.194,542
585,YouTube Music,2024-06-01,127561,0.482,2401
586,Spotify,2025-10-01,179279,0.131,9402
586,Apple Music,2025-07-01,85738,0.105,4896
586,YouTube Music,2023-08-01,55832,0.136,916
587,Spotify,2024-07-01,155430,0.305,8431
587,Apple Music,2023-02-01,44939,0.368,1539
587,YouTube Music,2025-05-01,45393,0.542,541
588,Spotify,2023-09-01,179358,0.381,14259
588,Apple Music,2024-12-01,3836,0.357,301
588,YouTube Music,2023-10-01,181541,0.14,12816
589,Spotify,2023-05-01,208214,0.248,15575
589,Apple Music,2023-11-01,103463,0.418,6667
589,YouTube Music,2023-04-01,94638,0.423,6999
590,Spotify,2024-04-01,132257,0.426,9434
590,Apple Music,2025-01-01,114084,0.357,3872
590,YouTube Music,2024-05-01,137482,0.538,7240
591,Spotify,2025-04-01,122392,0.14,6778
591,Apple Music,2024-01-01,131760,0.199,8533
591,YouTube Music,2024-05-01,10536,0.282,294
592,Spotify,2023-02-01,185247,0.428,13011
592,Apple Music,2024-05-01,50819,0.152,2971
592,YouTube Music,2025-10-01,165208,0.426,12933
593,Spotify,2024-04-01,298253,0.12,11297
593,Apple Music,2023-08-01,92308,0.383,5158
593,YouTube Music,2024-11-01,44186,0.488,2060
594,Spotify,2023-11-01,69741,0.502,2198
594,Apple Music,2024-04-01,143355,0.478,7240
594,YouTube Music,2024-10-01,13073,0.416,255
595,Spotify,2024-10-01,72443,0.336,4870
595,Apple Music,2023-12-01,72673,0.188,2028
595,YouTube Music,2024-08-01,249029,0.322,14602
596,Spotify,2024-06-01,165199,0.322,1655
596,Apple Music,2024-05-01,52994,0.2,2928
596,YouTube Music,2025-06-01,87670,0.468,1820
597,Spotify,2025-09-01,182323,0.363,3884
597,Apple Music,2025-11-01,27765,0.403,1712
597,YouTube Music,2024-09-01,95795,0.36,1535
598,Spotify,2025-10-01,193634,0.491,11647
598,Apple Music,2023-12-01,192944,0.356,8409
598,YouTube Music,2025-12-01,158093,0.547,4519
599,Spotify,2025-03-01,55211,0.129,3753
599,Apple Music,2025-10-01,82535,0.097,966
599,YouTube Music,2024-03-01,213025,0.259,5101
600,Spotify,2023-09-01,84029,0.385,4153
600,Apple Music,2023-11-01,70410,0.452,1149
600,YouTube Music,2023-10-01,235082,0.094,17395
601,Spotify,2023-12-01,92698,0.323,4041
601,Apple Music,2023-02-01,206934,0.18,3296
601,YouTube Music,2023-12-01,4817,0.163,24
602,Spotify,2023-09-01,170014,0.284,2311
602,Apple Music,2025-08-01,230714,0.488,17065
602,YouTube Music,2024-04-01,232633,0.085,2621
603,Spotify,2025-04-01,121393,0.124,1168
603,Apple Music,2023-10-01,169963,0.23,3959
603,YouTube Music,2025-11-01,201916,0.449,5194
604,Spotify,2025-06-01,40430,0.225,2829
604,Apple Music,2023-08-01,271808,0.096,5406
604,YouTube Music,2024-06-01,247120,0.166,8094
605,Spotify,2023-12-01,269885,0.286,2858
605,Apple Music,2024-05-01,16022,0.537,883
605,YouTube Music,2024-05-01,24947,0.505,860
606,Spotify,2023-05-01,34093,0.411,2450
606,Apple Music,2025-10-01,1410,0.335,17
606,YouTube Music,2023-06-01,107617,0.301,4757
607,Spotify,2024-09-01,222703,0.282,10270
607,Apple Music,2024-03-01,46100,0.421,2182
607,YouTube Music,2025-07-01,142940,0.449,6374
608,Spotify,2024-09-01,199611,0.502,9467
608,Apple Music,2024-01-01,257406,0.308,13147
608,YouTube Music,2023-10-01,150350,0.282,4845
609,Spotify,2023-01-01,192098,0.091,9528
609,Apple Music,2024-08-01,24594,0.494,1532
609,YouTube Music,2024-01-01,221650,0.343,15615
610,Spotify,2025-06-01,132882,0.34,722
610,Apple Music,2025-06-01,60565,0.448,1943
610,YouTube Music,2025-12-01,40522,0.295,2348
611,Spotify,2023-02-01,48090,0.261,907
611,Apple Music,2024-02-01,205893,0.472,9544
611,YouTube Music,2024-03-01,235752,0.269,3614
612,Spotify,2025-02-01,45807,0.523,1377
612,Apple Music,2024-12-01,118090,0.412,9409
612,YouTube Music,2025-06-01,235264,0.511,3033
613,Spotify,2024-07-01,209713,0.308,14181
613,Apple Music,2024-08-01,139881,0.477,2184
613,YouTube Music,2023-11-01,757,0.088,45
614,Spotify,2024-01-01,117591,0.411,3605
614,Apple Music,2024-03-01,131026,0.469,3391
614,YouTube Music,2025-05-01,142620,0.343,4222
615,Spotify,2025-03-01,1828,0.308,98
615,Apple Music,2023-07-01,62145,0.417,1431
615,YouTube Music,2024-01-01,24190,0.519,1797
616,Spotify,2025-12-01,127658,0.45,9666
616,Apple Music,2023-10-01,325190,0.123,15634
616,YouTube Music,2025-02-01,73927,0.496,975
617,Spotify,2025-06-01,90868,0.118,6452
617,Apple Music,2025-03-01,98697,0.485,3754
617,YouTube Music,2025-06-01,52380,0.297,3442
618,Spotify,2025-11-01,173623,0.53,4207
618,Apple Music,2025-06-01,36936,0.35,1049
618,YouTube Music,2025-09-01,215193,0.461,3349
619,Spotify,2024-06-01,155010,0.341,3255
619,Apple Music,2023-07-01,48560,0.211,1962
619,YouTube Music,2023-08-01,197084,0.373,11642
620,Spotify,2025-02-01,82361,0.461,922
620,Apple Music,2025-11-01,11239,0.101,352
620,YouTube Music,2024-04-01,200820,0.402,2039
621,Spotify,2023-06-01,194494,0.2,12116
621,Apple Music,2025-07-01,42289,0.108,2945
621,YouTube Music,2023-12-01,13347,0.29,655
622,Spotify,2025-05-01,88610,0.518,3788
622,Apple Music,2025-05-01,46433,0.187,3440
622,YouTube Music,2023-08-01,144211,0.334,4299
623,Spotify,2024-10-01,158647,0.411,5474
623,Apple Music,2023-10-01,89479,0.251,3112
623,YouTube Music,2024-06-01,59910,0.085,452
624,Spotify,2023-11-01,23597,0.376,665
624,Apple Music,2023-08-01,135878,0.19,10371
624,YouTube Music,2023-03-01,182261,0.125,14393
625,Spotify,2024-01-01,111160,0.411,4267
625,Apple Music,2025-10-01,220531,0.159,1496
625,YouTube Music,2024-12-01,132110,0.228,9775
626,Spotify,2025-03-01,26971,0.549,1941
626,Apple Music,2025-06-01,51296,0.227,3310
626,YouTube Music,2025-01-01,12984,0.484,804
627,Spotify,2023-06-01,21017,0.239,1465
627,Apple Music,2025-06-01,208579,0.356,7928
627,YouTube Music,2023-08-01,9444,0.101,638
628,Spotify,2023-06-01,169318,0.141,8401
628,Apple Music,2023-11-01,231955,0.397,12361
628,YouTube Music,2024-11-01,256094,0.103,20152
629,Spotify,2023-12-01,152071,0.223,8987
629,Apple Music,2023-04-01,132648,0.21,1917
629,YouTube Music,2024-02-01,93330,0.367,7272
630,Spotify,2023-11-01,21810,0.375,1597
630,Apple Music,2025-06-01,117942,0.37,2131
630,YouTube Music,2025-06-01,114582,0.195,3785
631,Spotify,2024-08-01,32191,0.262,241
631,Apple Music,2025-07-01,204327,0.086,1316
631,YouTube Music,2024-05-01,120298,0.337,7071
632,Spotify,2025-05-01,15275,0.501,1217
632,Apple Music,2025-04-01,220518,0.417,16920
632,YouTube Music,2024-04-01,196337,0.224,11273
633,Spotify,2023-06-01,4710,0.311,156
633,Apple Music,2023-02-01,69623,0.156,2164
633,YouTube Music,2024-03-01,120388,0.258,2905
634,Spotify,2023-11-01,65137,0.333,1223
634,Apple Music,2023-04-01,59198,0.349,3755
634,YouTube Music,2023-10-01,81052,0.125,497
635,Spotify,2023-06-01,12976,0.499,881
